order_id,order_date,warehouse_id,destination_city,distance_km,carrier,estimated_delivery_days,weight_kg,delivered,freight_cost,actual_delivery_days,delay_days
2512,2024-04-14 15:00:00,WH_SPb,Kazan,0.6,Russian Post,3,5.67,True,7.52,3.0,0.0
2513,2024-04-14 16:00:00,WH_Kazan,Ekaterinburg,617.7,PickPoint,3,5.22,True,9401.39,3.0,0.0
2514,2024-04-14 17:00:00,WH_Moscow,Moscow,176.0,CDEK,3,1.42,True,3014.88,3.0,0.0
2515,2024-04-14 18:00:00,WH_SPb,Kazan,81.9,Boxberry,3,0.99,True,1080.1,4.0,1.0
2516,2024-04-14 19:00:00,WH_SPb,Kazan,91.5,PickPoint,4,2.58,True,1151.07,5.0,1.0
2517,2024-04-14 20:00:00,WH_SPb,SPb,82.5,CDEK,2,4.11,True,1746.11,2.0,0.0
2518,2024-04-14 21:00:00,WH_Moscow,Ekaterinburg,64.9,Boxberry,5,3.29,True,1035.03,5.0,0.0
2519,2024-04-14 22:00:00,WH_Kazan,Ekaterinburg,552.1,CDEK,4,2.39,False,10260.78,,
2520,2024-04-14 23:00:00,WH_SPb,SPb,56.0,Russian Post,2,0.66,True,477.57,3.0,1.0
2521,2024-04-15 00:00:00,WH_SPb,Novosibirsk,247.6,Russian Post,1,0.76,True,2131.34,1.0,0.0
2522,2024-04-15 01:00:00,WH_SPb,Moscow,24.1,Boxberry,4,3.22,True,382.32,4.0,0.0
2523,2024-04-15 02:00:00,WH_SPb,Ekaterinburg,895.9,Boxberry,4,4.06,True,15115.62,4.0,0.0
2524,2024-04-15 03:00:00,WH_SPb,SPb,277.4,Boxberry,4,0.31,True,3431.99,4.0,0.0
2525,2024-04-15 04:00:00,WH_Kazan,Kazan,700.4,Russian Post,4,0.52,False,5894.57,,
2526,2024-04-15 05:00:00,WH_Kazan,SPb,152.2,Russian Post,1,2.85,True,1564.62,1.0,0.0
2527,2024-04-15 06:00:00,WH_SPb,Novosibirsk,499.3,CDEK,3,1.23,False,8410.71,,
2528,2024-04-15 07:00:00,WH_Moscow,Moscow,576.5,Russian Post,4,2.07,True,5566.68,4.0,0.0
2529,2024-04-15 08:00:00,WH_Kazan,Novosibirsk,364.2,Boxberry,2,2.39,True,5414.93,2.0,0.0
2530,2024-04-15 09:00:00,WH_Moscow,Kazan,29.3,PickPoint,3,3.74,True,402.58,3.0,0.0
2531,2024-04-15 10:00:00,WH_Kazan,Kazan,4.9,PickPoint,1,4.1,True,69.09,1.0,0.0
2532,2024-04-15 11:00:00,WH_SPb,Kazan,55.4,Boxberry,5,0.82,True,719.31,5.0,0.0
2533,2024-04-15 12:00:00,WH_Kazan,Kazan,37.7,Russian Post,1,1.95,True,360.41,1.0,0.0
2534,2024-04-15 13:00:00,WH_SPb,SPb,387.4,Boxberry,5,0.33,True,4802.21,5.0,0.0
2535,2024-04-15 14:00:00,WH_Kazan,Kazan,244.3,Russian Post,2,4.61,True,2855.38,2.0,0.0
2536,2024-04-15 15:00:00,WH_SPb,Kazan,223.9,PickPoint,5,4.67,True,3284.61,5.0,0.0
2537,2024-04-15 16:00:00,WH_SPb,SPb,87.5,CDEK,4,0.89,True,1429.31,5.0,1.0
2538,2024-04-15 17:00:00,WH_SPb,Kazan,50.4,Russian Post,3,0.44,False,420.94,,
2539,2024-04-15 18:00:00,WH_SPb,Novosibirsk,69.4,CDEK,3,0.18,True,1059.74,3.0,0.0
2540,2024-04-15 19:00:00,WH_Moscow,Novosibirsk,153.4,PickPoint,4,2.14,True,1862.28,4.0,0.0
2541,2024-04-15 20:00:00,WH_SPb,Ekaterinburg,404.3,CDEK,3,0.24,True,6210.05,3.0,0.0
2542,2024-04-15 21:00:00,WH_Moscow,Novosibirsk,88.1,CDEK,1,2.85,True,1698.13,2.0,1.0
2543,2024-04-15 22:00:00,WH_Moscow,Moscow,359.8,Boxberry,4,2.83,False,5539.48,,
2544,2024-04-15 23:00:00,WH_SPb,Moscow,202.9,CDEK,4,2.38,True,3767.85,4.0,0.0
2545,2024-04-16 00:00:00,WH_Moscow,Moscow,650.0,PickPoint,3,5.23,True,9899.5,3.0,0.0
2546,2024-04-16 01:00:00,WH_Kazan,SPb,79.5,Russian Post,5,1.19,True,711.68,5.0,0.0
2547,2024-04-16 02:00:00,WH_SPb,Novosibirsk,179.8,CDEK,2,5.81,True,4263.96,2.0,0.0
2548,2024-04-16 03:00:00,WH_Moscow,Moscow,30.5,Russian Post,5,0.09,True,246.2,5.0,0.0
2549,2024-04-16 04:00:00,WH_SPb,Ekaterinburg,122.5,Boxberry,1,0.3,True,1514.1,1.0,0.0
2550,2024-04-16 05:00:00,WH_SPb,SPb,212.1,PickPoint,4,1.33,True,2403.09,4.0,0.0
2551,2024-04-16 06:00:00,WH_SPb,Ekaterinburg,395.9,PickPoint,4,2.25,True,4849.78,4.0,0.0
2552,2024-04-16 07:00:00,WH_Moscow,Novosibirsk,66.2,Russian Post,1,0.08,False,533.84,,
2553,2024-04-16 08:00:00,WH_Kazan,Kazan,73.8,PickPoint,2,2.1,True,892.98,2.0,0.0
2554,2024-04-16 09:00:00,WH_Kazan,Ekaterinburg,299.6,Boxberry,4,0.92,False,3925.96,,
2555,2024-04-16 10:00:00,WH_Moscow,Kazan,144.6,Russian Post,5,5.45,True,1787.26,5.0,0.0
2556,2024-04-16 11:00:00,WH_SPb,SPb,197.4,PickPoint,1,1.91,True,2351.03,1.0,0.0
2557,2024-04-16 12:00:00,WH_Moscow,Ekaterinburg,542.6,Boxberry,4,2.22,True,7956.69,4.0,0.0
2558,2024-04-16 13:00:00,WH_Moscow,Ekaterinburg,207.4,Boxberry,5,7.28,True,4300.65,5.0,0.0
2559,2024-04-16 14:00:00,WH_Moscow,SPb,317.1,CDEK,1,3.61,True,6473.6,1.0,0.0
2560,2024-04-16 15:00:00,WH_SPb,SPb,320.8,PickPoint,1,1.44,True,3669.95,1.0,0.0
2561,2024-04-16 16:00:00,WH_Moscow,Moscow,488.3,Russian Post,1,1.62,True,4539.24,1.0,0.0
2562,2024-04-16 17:00:00,WH_SPb,Novosibirsk,304.9,CDEK,2,2.61,True,5767.18,4.0,2.0
2563,2024-04-16 18:00:00,WH_Moscow,Ekaterinburg,20.1,Russian Post,1,0.56,True,169.8,1.0,0.0
2564,2024-04-16 19:00:00,WH_Kazan,Ekaterinburg,125.6,CDEK,3,0.23,True,1927.33,3.0,0.0
2565,2024-04-16 20:00:00,WH_Moscow,SPb,1361.7,Boxberry,3,0.93,True,17860.06,3.0,0.0
2566,2024-04-16 21:00:00,WH_Moscow,SPb,65.6,CDEK,1,3.77,False,1354.97,,
2567,2024-04-16 22:00:00,WH_Kazan,Novosibirsk,265.1,CDEK,4,0.74,True,4270.76,5.0,1.0
2568,2024-04-16 23:00:00,WH_SPb,SPb,555.3,CDEK,3,0.35,True,8621.03,5.0,2.0
2569,2024-04-17 00:00:00,WH_SPb,Kazan,265.0,PickPoint,5,0.62,True,2814.3,6.0,1.0
2570,2024-04-17 01:00:00,WH_Moscow,Kazan,139.7,CDEK,5,2.84,False,2690.62,,
2571,2024-04-17 02:00:00,WH_Kazan,Kazan,25.1,Boxberry,4,2.38,True,372.89,4.0,0.0
2572,2024-04-17 03:00:00,WH_SPb,Kazan,134.7,Russian Post,5,2.91,True,1391.18,7.0,2.0
2573,2024-04-17 04:00:00,WH_Moscow,Novosibirsk,60.3,PickPoint,4,0.97,True,661.49,4.0,0.0
2574,2024-04-17 05:00:00,WH_Kazan,Ekaterinburg,972.2,Boxberry,5,5.78,True,18409.58,5.0,0.0
2575,2024-04-17 06:00:00,WH_SPb,Kazan,376.6,PickPoint,1,1.5,True,4330.9,1.0,0.0
2576,2024-04-17 07:00:00,WH_SPb,SPb,415.1,Russian Post,5,1.8,True,3918.54,6.0,1.0
2577,2024-04-17 08:00:00,WH_Kazan,Kazan,171.8,Russian Post,1,7.43,True,2395.58,1.0,0.0
2578,2024-04-17 09:00:00,WH_Kazan,Novosibirsk,34.9,Russian Post,5,9.69,True,549.74,5.0,0.0
2579,2024-04-17 10:00:00,WH_Kazan,SPb,93.1,PickPoint,5,2.71,True,1183.3,6.0,1.0
2580,2024-04-17 11:00:00,WH_Kazan,Kazan,90.2,PickPoint,5,7.24,True,1555.05,5.0,0.0
2581,2024-04-17 12:00:00,WH_Moscow,Ekaterinburg,200.1,Russian Post,1,1.95,True,1912.96,1.0,0.0
2582,2024-04-17 13:00:00,WH_Kazan,SPb,185.4,Russian Post,5,0.92,True,1619.65,5.0,0.0
2583,2024-04-17 14:00:00,WH_SPb,SPb,170.4,Boxberry,5,0.95,True,2239.06,5.0,0.0
2584,2024-04-17 15:00:00,WH_SPb,Ekaterinburg,205.5,Russian Post,2,2.05,False,1981.02,,
2585,2024-04-17 16:00:00,WH_Moscow,SPb,1303.4,CDEK,1,2.32,True,24086.83,1.0,0.0
2586,2024-04-17 17:00:00,WH_SPb,Kazan,106.3,PickPoint,3,1.45,True,1217.14,5.0,2.0
2587,2024-04-17 18:00:00,WH_SPb,SPb,286.6,Boxberry,4,5.38,True,5289.49,6.0,2.0
2588,2024-04-17 19:00:00,WH_Kazan,Kazan,82.1,PickPoint,2,1.39,True,935.12,2.0,0.0
2589,2024-04-17 20:00:00,WH_SPb,Ekaterinburg,188.5,Russian Post,5,0.8,True,1628.64,5.0,0.0
2590,2024-04-17 21:00:00,WH_Moscow,Moscow,67.0,CDEK,3,0.02,True,1007.01,3.0,0.0
2591,2024-04-17 22:00:00,WH_Kazan,Ekaterinburg,245.1,Russian Post,3,8.81,True,3688.26,3.0,0.0
2592,2024-04-17 23:00:00,WH_Kazan,Kazan,92.4,PickPoint,5,4.35,True,1325.94,5.0,0.0
2593,2024-04-18 00:00:00,WH_Moscow,Novosibirsk,11.2,Boxberry,5,2.39,True,166.52,5.0,0.0
2594,2024-04-18 01:00:00,WH_Kazan,Ekaterinburg,506.7,PickPoint,2,4.44,True,7316.75,2.0,0.0
2595,2024-04-18 02:00:00,WH_Kazan,Novosibirsk,41.2,Boxberry,1,4.16,True,700.07,1.0,0.0
2596,2024-04-18 03:00:00,WH_Moscow,Novosibirsk,137.7,CDEK,2,6.72,True,3453.52,2.0,0.0
2597,2024-04-18 04:00:00,WH_Kazan,Kazan,194.6,Russian Post,1,1.22,True,1746.73,1.0,0.0
2598,2024-04-18 05:00:00,WH_Moscow,Kazan,169.9,Russian Post,3,2.02,True,1633.76,3.0,0.0
2599,2024-04-18 06:00:00,WH_Moscow,Moscow,388.0,CDEK,4,0.26,True,5971.32,5.0,1.0
2600,2024-04-18 07:00:00,WH_SPb,SPb,272.5,PickPoint,5,8.4,False,5014.0,,
2601,2024-04-18 08:00:00,WH_SPb,Ekaterinburg,105.0,CDEK,2,10.52,True,3231.9,2.0,0.0
2602,2024-04-18 09:00:00,WH_Kazan,Kazan,15.9,Russian Post,3,3.89,True,176.68,3.0,0.0
2603,2024-04-18 10:00:00,WH_Kazan,Ekaterinburg,437.8,Boxberry,2,1.51,True,6046.89,2.0,0.0
2604,2024-04-18 11:00:00,WH_Moscow,Novosibirsk,130.4,Russian Post,1,1.72,True,1222.63,1.0,0.0
2605,2024-04-18 12:00:00,WH_Kazan,SPb,661.4,PickPoint,5,1.43,True,7559.8,8.0,3.0
2606,2024-04-18 13:00:00,WH_Moscow,Moscow,150.8,Boxberry,1,0.87,True,1967.04,1.0,0.0
2607,2024-04-18 14:00:00,WH_Moscow,Ekaterinburg,379.4,PickPoint,1,1.88,True,4507.27,1.0,0.0
2608,2024-04-18 15:00:00,WH_Kazan,SPb,841.9,Russian Post,1,0.14,False,6829.49,,
2609,2024-04-18 16:00:00,WH_Moscow,Moscow,315.9,Russian Post,3,12.04,True,5569.95,4.0,1.0
2610,2024-04-18 17:00:00,WH_SPb,Ekaterinburg,160.1,Boxberry,5,1.38,True,2186.33,5.0,0.0
2611,2024-04-18 18:00:00,WH_Kazan,SPb,251.4,PickPoint,4,6.56,True,4163.18,4.0,0.0
2612,2024-04-18 19:00:00,WH_SPb,Kazan,235.2,Boxberry,2,3.22,True,3731.21,2.0,0.0
2613,2024-04-18 20:00:00,WH_Kazan,Ekaterinburg,263.7,Boxberry,1,0.86,True,3436.54,1.0,0.0
2614,2024-04-18 21:00:00,WH_Moscow,SPb,47.6,PickPoint,5,0.63,True,505.99,5.0,0.0
2615,2024-04-18 22:00:00,WH_Kazan,Moscow,359.7,Boxberry,2,13.61,True,10191.02,2.0,0.0
2616,2024-04-18 23:00:00,WH_SPb,SPb,47.0,CDEK,5,3.7,True,965.85,5.0,0.0
2617,2024-04-19 00:00:00,WH_Moscow,Kazan,4.4,Boxberry,2,0.72,True,56.6,2.0,0.0
2618,2024-04-19 01:00:00,WH_Kazan,Ekaterinburg,294.1,Russian Post,5,0.17,True,2392.8,7.0,2.0
2619,2024-04-19 02:00:00,WH_Kazan,Ekaterinburg,37.3,PickPoint,4,2.98,False,484.15,,
2620,2024-04-19 03:00:00,WH_Kazan,Ekaterinburg,441.4,Russian Post,5,0.9,True,3849.01,5.0,0.0
2621,2024-04-19 04:00:00,WH_SPb,Kazan,602.9,CDEK,5,0.63,True,9613.24,5.0,0.0
2622,2024-04-19 05:00:00,WH_SPb,Moscow,868.7,CDEK,1,3.32,False,17356.63,,
2623,2024-04-19 06:00:00,WH_Kazan,Ekaterinburg,327.6,Boxberry,1,2.84,True,5047.66,1.0,0.0
2624,2024-04-19 07:00:00,WH_Moscow,Moscow,197.3,Russian Post,1,1.64,True,1837.26,1.0,0.0
2625,2024-04-19 08:00:00,WH_Moscow,SPb,130.3,Boxberry,5,7.15,True,2681.57,5.0,0.0
2626,2024-04-19 09:00:00,WH_SPb,Moscow,202.5,Boxberry,4,2.85,True,3122.55,4.0,0.0
2627,2024-04-19 10:00:00,WH_Moscow,Moscow,63.3,Russian Post,2,5.6,True,789.98,2.0,0.0
2628,2024-04-19 11:00:00,WH_SPb,Ekaterinburg,128.5,CDEK,1,0.53,True,2029.66,1.0,0.0
2629,2024-04-19 12:00:00,WH_Kazan,Novosibirsk,379.7,CDEK,3,0.88,True,6196.7,5.0,2.0
2630,2024-04-19 13:00:00,WH_SPb,Novosibirsk,73.5,CDEK,5,0.28,True,1133.37,6.0,1.0
2631,2024-04-19 14:00:00,WH_SPb,Kazan,92.0,PickPoint,4,0.91,True,1003.72,4.0,0.0
2632,2024-04-19 15:00:00,WH_Kazan,Kazan,415.1,PickPoint,4,8.92,True,7853.69,4.0,0.0
2633,2024-04-19 16:00:00,WH_Moscow,Novosibirsk,58.7,Boxberry,1,8.23,True,1284.12,1.0,0.0
2634,2024-04-19 17:00:00,WH_SPb,SPb,84.7,PickPoint,1,3.57,True,1149.38,1.0,0.0
2635,2024-04-19 18:00:00,WH_SPb,Ekaterinburg,5.3,PickPoint,3,1.84,True,62.75,3.0,0.0
2636,2024-04-19 19:00:00,WH_Kazan,Ekaterinburg,381.9,Russian Post,3,3.79,True,4213.12,4.0,1.0
2637,2024-04-19 20:00:00,WH_Moscow,SPb,288.6,Boxberry,1,2.02,True,4162.77,2.0,1.0
2638,2024-04-19 21:00:00,WH_SPb,SPb,355.6,Boxberry,2,0.01,True,4271.47,2.0,0.0
2639,2024-04-19 22:00:00,WH_Kazan,Novosibirsk,72.4,Russian Post,1,1.74,True,679.98,1.0,0.0
2640,2024-04-19 23:00:00,WH_SPb,Kazan,348.8,CDEK,1,2.28,True,6424.9,1.0,0.0
2641,2024-04-20 00:00:00,WH_Kazan,SPb,272.2,Russian Post,4,0.77,True,2345.28,4.0,0.0
2642,2024-04-20 01:00:00,WH_Moscow,Kazan,136.8,CDEK,1,0.57,True,2168.96,4.0,3.0
2643,2024-04-20 02:00:00,WH_Moscow,Moscow,172.8,Boxberry,1,0.8,True,2239.49,1.0,0.0
2644,2024-04-20 03:00:00,WH_Moscow,Ekaterinburg,251.7,Boxberry,1,2.44,True,3757.38,1.0,0.0
2645,2024-04-20 04:00:00,WH_Moscow,Novosibirsk,203.9,PickPoint,2,0.39,True,2118.52,2.0,0.0
2646,2024-04-20 05:00:00,WH_SPb,Ekaterinburg,308.0,PickPoint,4,3.19,True,4062.52,4.0,0.0
2647,2024-04-20 06:00:00,WH_SPb,Novosibirsk,59.9,Russian Post,5,1.37,True,544.85,5.0,0.0
2648,2024-04-20 07:00:00,WH_Moscow,Moscow,233.4,PickPoint,5,1.09,True,2588.41,5.0,0.0
2649,2024-04-20 08:00:00,WH_Moscow,Ekaterinburg,179.5,Boxberry,5,4.12,True,3041.45,5.0,0.0
2650,2024-04-20 09:00:00,WH_Moscow,Moscow,185.4,Boxberry,5,1.76,True,2616.36,6.0,1.0
2651,2024-04-20 10:00:00,WH_SPb,Novosibirsk,190.1,CDEK,4,1.19,True,3190.83,4.0,0.0
2652,2024-04-20 11:00:00,WH_Moscow,SPb,639.8,PickPoint,1,5.26,True,9763.35,2.0,1.0
2653,2024-04-20 12:00:00,WH_Moscow,Ekaterinburg,512.2,CDEK,5,1.15,True,8566.54,6.0,1.0
2654,2024-04-20 13:00:00,WH_Moscow,Moscow,297.9,Boxberry,1,4.9,True,5326.45,1.0,0.0
2655,2024-04-20 14:00:00,WH_Kazan,Ekaterinburg,378.1,PickPoint,5,1.75,True,4442.68,5.0,0.0
2656,2024-04-20 15:00:00,WH_Moscow,Ekaterinburg,13.1,CDEK,2,0.58,False,207.9,,
2657,2024-04-20 16:00:00,WH_Kazan,Ekaterinburg,408.8,Boxberry,1,2.37,True,6068.23,1.0,0.0
2658,2024-04-20 17:00:00,WH_Kazan,Kazan,199.8,CDEK,4,0.84,True,3248.75,4.0,0.0
2659,2024-04-20 18:00:00,WH_Moscow,Moscow,114.7,PickPoint,2,0.4,False,1192.88,,
2660,2024-04-20 19:00:00,WH_Kazan,Moscow,45.2,CDEK,2,0.23,True,693.59,3.0,1.0
2661,2024-04-20 20:00:00,WH_Moscow,Ekaterinburg,23.5,CDEK,4,0.69,True,376.82,5.0,1.0
2662,2024-04-20 21:00:00,WH_SPb,SPb,13.8,Boxberry,2,3.33,True,220.74,2.0,0.0
2663,2024-04-20 22:00:00,WH_SPb,Ekaterinburg,52.9,PickPoint,1,4.55,True,769.7,1.0,0.0
2664,2024-04-20 23:00:00,WH_SPb,Kazan,9.2,Russian Post,3,4.95,True,110.03,4.0,1.0
2665,2024-04-21 00:00:00,WH_SPb,Novosibirsk,395.8,Russian Post,3,0.79,True,3416.55,3.0,0.0
2666,2024-04-21 01:00:00,WH_Kazan,Kazan,85.8,CDEK,5,2.7,True,1634.49,8.0,3.0
2667,2024-04-21 02:00:00,WH_Moscow,SPb,138.0,Boxberry,5,0.65,True,1763.64,5.0,0.0
2668,2024-04-21 03:00:00,WH_Moscow,Ekaterinburg,519.0,PickPoint,1,2.44,True,6456.36,3.0,2.0
2669,2024-04-21 04:00:00,WH_Moscow,Moscow,36.5,Boxberry,4,5.46,True,677.15,4.0,0.0
2670,2024-04-21 05:00:00,WH_SPb,Ekaterinburg,541.6,PickPoint,1,0.1,True,5470.16,1.0,0.0
2671,2024-04-21 06:00:00,WH_SPb,SPb,306.1,Boxberry,5,10.54,True,7544.75,5.0,0.0
2672,2024-04-21 07:00:00,WH_Moscow,Moscow,125.6,Russian Post,2,4.39,True,1445.91,3.0,1.0
2673,2024-04-21 08:00:00,WH_SPb,Kazan,37.6,Russian Post,1,3.59,True,408.79,1.0,0.0
2674,2024-04-21 09:00:00,WH_Moscow,Novosibirsk,28.8,Russian Post,1,2.94,True,298.14,1.0,0.0
2675,2024-04-21 10:00:00,WH_Moscow,Novosibirsk,122.6,Boxberry,4,3.68,True,2012.6,4.0,0.0
2676,2024-04-21 11:00:00,WH_Moscow,Ekaterinburg,45.4,Boxberry,5,13.05,True,1255.76,7.0,2.0
2677,2024-04-21 12:00:00,WH_Moscow,Kazan,93.5,CDEK,1,3.68,True,1918.62,1.0,0.0
2678,2024-04-21 13:00:00,WH_Moscow,SPb,16.3,Russian Post,2,1.08,True,144.48,2.0,0.0
2679,2024-04-21 14:00:00,WH_Moscow,Novosibirsk,271.2,CDEK,2,2.38,True,5036.18,2.0,0.0
2680,2024-04-21 15:00:00,WH_Moscow,Kazan,47.1,Boxberry,3,1.03,True,623.42,3.0,0.0
2681,2024-04-21 16:00:00,WH_SPb,Ekaterinburg,424.1,PickPoint,5,8.77,True,7960.36,5.0,0.0
2682,2024-04-21 17:00:00,WH_Moscow,Moscow,73.8,Russian Post,2,5.76,True,930.47,2.0,0.0
2683,2024-04-21 18:00:00,WH_Moscow,Ekaterinburg,479.8,Russian Post,4,2.1,True,4644.46,5.0,1.0
2684,2024-04-21 19:00:00,WH_SPb,Ekaterinburg,63.2,Russian Post,5,3.8,True,697.73,5.0,0.0
2685,2024-04-21 20:00:00,WH_SPb,Kazan,383.4,Russian Post,2,6.01,True,4910.59,2.0,0.0
2686,2024-04-21 21:00:00,WH_SPb,Novosibirsk,121.5,Russian Post,1,0.7,True,1040.04,1.0,0.0
2687,2024-04-21 22:00:00,WH_Moscow,Kazan,262.5,Boxberry,5,2.17,True,3833.55,5.0,0.0
2688,2024-04-21 23:00:00,WH_Kazan,Moscow,11.8,Russian Post,2,1.64,True,109.88,2.0,0.0
2689,2024-04-22 00:00:00,WH_Kazan,Kazan,205.1,Russian Post,1,3.69,True,2246.26,2.0,1.0
2690,2024-04-22 01:00:00,WH_SPb,SPb,48.3,CDEK,3,1.19,True,810.72,3.0,0.0
2691,2024-04-22 02:00:00,WH_Kazan,Ekaterinburg,199.8,PickPoint,5,3.09,True,2615.38,5.0,0.0
2692,2024-04-22 03:00:00,WH_SPb,Novosibirsk,45.7,Russian Post,5,1.29,True,412.76,5.0,0.0
2693,2024-04-22 04:00:00,WH_Moscow,Moscow,172.4,CDEK,2,0.29,True,2660.99,2.0,0.0
2694,2024-04-22 05:00:00,WH_Kazan,Ekaterinburg,35.2,Boxberry,3,0.28,True,434.23,5.0,2.0
2695,2024-04-22 06:00:00,WH_Moscow,Kazan,74.5,CDEK,4,0.32,True,1153.26,4.0,0.0
2696,2024-04-22 07:00:00,WH_Kazan,SPb,271.2,Russian Post,2,0.08,True,2186.96,2.0,0.0
2697,2024-04-22 08:00:00,WH_Moscow,Kazan,1127.3,CDEK,2,1.9,True,20122.3,2.0,0.0
2698,2024-04-22 09:00:00,WH_Kazan,Ekaterinburg,178.9,CDEK,4,2.79,False,3432.2,,
2699,2024-04-22 10:00:00,WH_Moscow,Moscow,348.6,Boxberry,4,0.34,True,4325.43,5.0,1.0
2700,2024-04-22 11:00:00,WH_Moscow,Novosibirsk,232.6,CDEK,4,2.37,True,4315.89,4.0,0.0
2701,2024-04-22 12:00:00,WH_Kazan,Ekaterinburg,207.0,Boxberry,4,2.28,False,3050.35,,
2702,2024-04-22 13:00:00,WH_Moscow,Moscow,20.1,Boxberry,4,0.4,True,250.85,7.0,3.0
2703,2024-04-22 14:00:00,WH_Moscow,Ekaterinburg,46.7,CDEK,1,1.29,True,790.86,1.0,0.0
2704,2024-04-22 15:00:00,WH_Moscow,SPb,643.8,Russian Post,1,3.52,True,6963.34,1.0,0.0
2705,2024-04-22 16:00:00,WH_Kazan,Kazan,158.4,PickPoint,4,0.04,True,1590.34,4.0,0.0
2706,2024-04-22 17:00:00,WH_Kazan,Novosibirsk,285.8,CDEK,3,0.4,True,4458.48,3.0,0.0
2707,2024-04-22 18:00:00,WH_Moscow,Moscow,225.4,CDEK,3,13.7,False,8012.97,,
2708,2024-04-22 19:00:00,WH_Moscow,Novosibirsk,142.9,CDEK,4,3.31,False,2853.0,,
2709,2024-04-22 20:00:00,WH_Kazan,Novosibirsk,147.2,PickPoint,1,1.56,True,1701.63,1.0,0.0
2710,2024-04-22 21:00:00,WH_Kazan,Novosibirsk,243.2,PickPoint,3,2.48,True,3035.14,3.0,0.0
2711,2024-04-22 22:00:00,WH_Moscow,Moscow,45.6,Boxberry,1,4.68,True,803.29,1.0,0.0
2712,2024-04-22 23:00:00,WH_Moscow,Moscow,146.9,PickPoint,2,4.62,True,2147.68,2.0,0.0
2713,2024-04-23 00:00:00,WH_Moscow,Novosibirsk,177.7,PickPoint,1,0.98,True,1951.15,2.0,1.0
2714,2024-04-23 01:00:00,WH_SPb,Kazan,1262.4,CDEK,4,1.69,True,22136.18,4.0,0.0
2715,2024-04-23 02:00:00,WH_Kazan,Ekaterinburg,129.9,Boxberry,5,2.54,True,1954.74,5.0,0.0
2716,2024-04-23 03:00:00,WH_SPb,Novosibirsk,310.3,Russian Post,4,0.19,True,2529.57,4.0,0.0
2717,2024-04-23 04:00:00,WH_Kazan,SPb,44.3,Boxberry,2,7.29,True,919.14,2.0,0.0
2718,2024-04-23 05:00:00,WH_Kazan,Novosibirsk,20.3,PickPoint,1,1.42,True,231.83,1.0,0.0
2719,2024-04-23 06:00:00,WH_Kazan,Moscow,615.6,PickPoint,3,1.16,True,6870.1,3.0,0.0
2720,2024-04-23 07:00:00,WH_Kazan,Ekaterinburg,393.6,CDEK,4,5.94,True,9410.98,4.0,0.0
2721,2024-04-23 08:00:00,WH_Kazan,SPb,114.6,Russian Post,3,0.31,True,945.22,3.0,0.0
2722,2024-04-23 09:00:00,WH_Kazan,Ekaterinburg,210.7,Russian Post,1,0.1,True,1702.46,1.0,0.0
2723,2024-04-23 10:00:00,WH_Kazan,Ekaterinburg,43.8,Russian Post,2,2.89,True,451.67,2.0,0.0
2724,2024-04-23 11:00:00,WH_SPb,SPb,368.4,PickPoint,4,1.22,True,4133.45,4.0,0.0
2725,2024-04-23 12:00:00,WH_Moscow,Novosibirsk,21.9,PickPoint,3,3.61,True,298.06,3.0,0.0
2726,2024-04-23 13:00:00,WH_Moscow,Novosibirsk,424.4,Boxberry,4,0.18,True,5184.47,4.0,0.0
2727,2024-04-23 14:00:00,WH_SPb,Novosibirsk,237.5,PickPoint,4,1.21,True,2662.38,5.0,1.0
2728,2024-04-23 15:00:00,WH_SPb,Kazan,98.1,Russian Post,3,0.67,True,837.38,3.0,0.0
2729,2024-04-23 16:00:00,WH_SPb,Novosibirsk,595.4,Russian Post,2,3.36,True,6363.64,2.0,0.0
2730,2024-04-23 17:00:00,WH_SPb,SPb,1282.2,Russian Post,4,0.64,True,10914.09,7.0,3.0
2731,2024-04-23 18:00:00,WH_Kazan,Kazan,88.0,CDEK,2,1.53,True,1521.96,2.0,0.0
2732,2024-04-23 19:00:00,WH_Moscow,Novosibirsk,492.4,Boxberry,2,4.27,True,8431.86,2.0,0.0
2733,2024-04-23 20:00:00,WH_Kazan,Kazan,416.1,Boxberry,1,6.17,True,8074.0,1.0,0.0
2734,2024-04-23 21:00:00,WH_Moscow,SPb,412.5,PickPoint,3,3.21,True,5449.12,3.0,0.0
2735,2024-04-23 22:00:00,WH_Moscow,Novosibirsk,945.6,CDEK,1,1.4,True,16169.76,1.0,0.0
2736,2024-04-23 23:00:00,WH_SPb,Moscow,200.0,Boxberry,5,2.12,True,2908.8,5.0,0.0
2737,2024-04-24 00:00:00,WH_Kazan,SPb,336.4,CDEK,1,2.93,False,6524.48,,
2738,2024-04-24 01:00:00,WH_SPb,Ekaterinburg,521.0,CDEK,4,5.2,True,11878.8,4.0,0.0
2739,2024-04-24 02:00:00,WH_Kazan,Ekaterinburg,195.9,PickPoint,4,5.49,True,3034.49,4.0,0.0
2740,2024-04-24 03:00:00,WH_Moscow,SPb,197.0,CDEK,4,6.68,True,4928.94,4.0,0.0
2741,2024-04-24 04:00:00,WH_SPb,Ekaterinburg,115.1,Boxberry,5,4.16,True,1955.78,5.0,0.0
2742,2024-04-24 05:00:00,WH_SPb,SPb,455.4,PickPoint,2,0.4,True,4736.16,2.0,0.0
2743,2024-04-24 06:00:00,WH_Moscow,Moscow,347.7,Boxberry,4,3.44,True,5607.71,4.0,0.0
